crop_name,soil_type,season,temp_min,temp_max,ph_min,ph_max,rainfall_min,rainfall_max,water_need,duration_days,humidity_min,humidity_max,altitude_min,altitude_max,fertilizer_n,fertilizer_p,fertilizer_k,yield_ton_per_ha,profit_usd_per_ha,difficulty_level,country,location_field
Cucumber,Alluvial,Spring,22,35,6.1,7.4,73,114,High,60,64,82,200,800,80,40,60,26.33,2241,Easy,Nepal,Kailali
Barnyard Millet,Peaty,Spring,18,36,5.4,7.7,70,104,Medium,78,48,77,300,1200,70,35,35,1.66,326,Easy,Nepal,Mustang
Barnyard Millet,Black,Summer,22,34,5.4,7.4,58,123,Medium,84,50,79,300,1200,70,35,35,1.5,384,Easy,Nepal,Morang
Rubber,Black,Spring,24,33,5.5,7.0,154,300,High,371,75,95,200,800,100,50,100,1.75,2401,Medium,Nepal,Ilam
Peach,Peaty,Summer,13,31,5.8,7.0,73,144,Medium,115,58,71,500,2000,100,50,100,11.13,2795,Hard,India,West Bengal
Cauliflower,Red,Spring,16,24,6.1,7.2,47,114,High,79,68,83,200,800,150,80,120,12.42,2241,Medium,Nepal,Kailali
Orange,Red,Spring,14,34,5.6,7.7,109,182,Medium,173,62,84,500,1500,120,60,100,11.19,2817,Medium,Nepal,Morang
Sunflower,Alluvial,Monsoon,21,34,5.9,7.6,44,78,Medium,109,42,66,300,1000,80,40,80,1.42,617,Medium,Asia,Thailand
Rice (Aus),Alluvial,Monsoon,20,37,5.1,7.4,92,201,High,118,62,83,0,500,120,60,60,3.37,813,Easy,Asia,Vietnam
Cabbage,Laterite,Summer,17,27,6.2,7.2,61,94,High,89,70,85,200,800,140,70,110,22.52,1780,Medium,Nepal,Sunsari
Cabbage,Clay,Winter,17,25,6.1,6.8,47,94,High,88,63,88,200,800,140,70,110,19.35,2266,Medium,Nepal,Kaski
Areca Nut,Laterite,Autumn,22,34,5.6,7.6,152,245,High,370,70,93,200,800,150,80,150,2.08,3124,Medium,Asia,Bangladesh
Chickpea,Clay,Summer,13,26,5.8,7.6,12,66,Low,94,41,63,300,1000,60,30,40,1.34,805,Medium,Nepal,Bara
Radish,Clay,Monsoon,10,27,5.7,7.4,28,76,Medium,52,53,70,200,800,80,40,60,16.59,1211,Easy,Asia,Indonesia
Drumstick,Silty,Monsoon,27,38,6.1,7.2,48,80,Low,190,51,81,200,800,80,40,60,45.27,3353,Easy,India,Andhra Pradesh
Lentil,Alluvial,Autumn,14,23,6.0,7.7,38,78,Low,96,43,61,300,1000,50,25,30,1.3,699,Medium,Nepal,Sunsari
Little Millet,Alluvial,Summer,21,35,5.4,7.6,70,81,Low,90,38,65,400,1500,60,30,30,1.17,341,Medium,India,Uttar Pradesh
Cowpea,Red,Spring,23,37,6.0,7.7,29,67,Low,98,49,79,200,800,60,30,40,5.1,941,Easy,India,Uttar Pradesh
Banana,Loamy,Monsoon,19,35,5.3,7.0,82,184,High,335,67,84,200,800,200,100,300,32.64,4214,Medium,Asia,Sri Lanka
Linseed,Loamy,Monsoon,11,24,6.0,6.7,48,70,Low,111,43,62,300,1000,60,30,30,0.83,516,Medium,Asia,Vietnam
Pomegranate,Laterite,Spring,17,34,5.6,7.5,58,132,Low,174,50,75,500,1500,120,60,100,13.57,2753,Medium,Asia,Thailand
Cumin,Peaty,Autumn,13,28,6.2,8.0,0,33,Low,110,40,50,300,1000,60,30,30,0.51,1261,Hard,Asia,Bangladesh
Sunflower,Peaty,Monsoon,19,33,6.2,7.7,38,70,Medium,117,48,65,300,1000,80,40,80,1.53,613,Medium,Nepal,Ilam
Ginger,Clay,Autumn,20,36,5.7,6.4,130,312,High,242,74,91,300,1500,80,50,50,19.07,2156,Medium,Nepal,Morang
Safflower,Red,Monsoon,14,30,5.9,7.7,15,72,Low,134,42,64,300,1000,60,30,30,1.36,544,Medium,Asia,Indonesia
Barley,Sandy,Winter,12,25,6.2,7.7,13,40,Low,91,42,69,500,1500,80,40,40,2.9,415,Medium,Nepal,Sunsari
Mustard,Black,Monsoon,8,24,5.8,7.2,44,100,Low,109,49,74,0,2000,60,40,40,1.03,711,Easy,India,Gujarat
Sunflower,Loamy,Spring,20,36,5.8,7.2,57,98,Medium,103,44,70,300,1000,80,40,80,1.48,573,Medium,India,Tamil Nadu
Peach,Clay,Summer,14,30,5.8,7.2,92,138,Medium,112,59,76,500,2000,100,50,100,12.8,2154,Hard,India,Assam
Lentil,Loamy,Autumn,13,27,5.8,7.6,15,73,Low,84,44,60,300,1000,50,25,30,1.05,510,Medium,Asia,Indonesia
Watermelon,Red,Summer,27,35,5.8,7.6,31,64,Medium,99,48,72,200,800,100,50,100,32.59,2387,Easy,Asia,Vietnam
Cabbage,Peaty,Winter,14,26,6.2,6.7,61,114,High,70,61,80,200,800,140,70,110,21.59,1808,Medium,Asia,Sri Lanka
Green Gram,Peaty,Winter,25,33,5.7,7.5,13,59,Low,88,44,75,200,800,40,20,25,0.94,489,Easy,Nepal,Gulmi
Linseed,Black,Monsoon,9,27,5.9,7.2,33,69,Low,129,36,61,300,1000,60,30,30,1.07,449,Medium,Nepal,Morang
Spinach,Clay,Monsoon,9,27,6.1,7.5,29,77,Medium,60,65,82,200,800,80,40,60,14.21,1412,Easy,Asia,Vietnam
Green Beans,Red,Winter,17,31,5.8,7.7,65,87,Medium,71,61,89,200,1000,70,35,50,9.59,1450,Medium,Nepal,Kailali
Fennel,Peaty,Autumn,12,28,6.1,7.3,27,43,Medium,141,45,70,300,1000,80,40,60,0.99,1269,Medium,India,West Bengal
Sorghum (Jowar),Alluvial,Winter,26,41,6.1,8.0,48,89,Low,120,33,65,300,1000,80,40,40,2.4,532,Medium,Nepal,Kaski
Strawberry,Red,Autumn,15,24,5.5,7.3,59,140,Medium,85,67,80,500,1500,100,50,100,12.35,4550,Hard,Asia,Thailand
Pigeon Pea,Clay,Monsoon,19,36,5.8,7.6,36,88,Low,179,50,68,300,1000,60,30,40,1.29,586,Medium,Nepal,Dhankuta
Little Millet,Red,Autumn,20,37,5.4,7.5,57,84,Low,83,39,69,400,1500,60,30,30,1.04,331,Medium,Nepal,Kailali
Peas,Alluvial,Summer,9,25,5.7,7.7,41,97,Medium,64,65,75,300,1200,60,30,40,6.44,1222,Medium,India,Uttar Pradesh
Beetroot,Loamy,Monsoon,9,23,5.7,7.3,58,99,Medium,89,58,77,200,1000,100,50,80,18.38,1725,Medium,Asia,Sri Lanka
Potato,Red,Summer,13,23,5.1,6.6,30,90,Medium,71,62,80,500,2000,150,80,120,21.43,2885,Medium,Nepal,Ilam
Cashew,Alluvial,Autumn,27,36,5.6,7.7,40,117,Low,243,53,77,200,800,80,40,60,1.3,1925,Medium,Nepal,Ilam
Rice (Aus),Black,Monsoon,20,36,4.8,7.7,96,194,High,122,60,84,0,500,120,60,60,4.15,728,Easy,Asia,Vietnam
Cardamom,Black,Summer,14,30,4.7,6.3,136,317,High,356,74,92,800,2000,100,50,100,0.47,5664,Hard,Nepal,Gulmi
Muskmelon,Peaty,Autumn,23,34,6.3,7.4,58,82,Medium,87,50,71,200,800,90,45,90,27.97,2267,Easy,Asia,Sri Lanka
Cowpea,Loamy,Summer,24,34,6.2,7.2,51,65,Low,90,49,71,200,800,60,30,40,6.25,903,Easy,India,Gujarat
Areca Nut,Clay,Winter,20,37,5.7,7.7,138,269,High,357,69,95,200,800,150,80,150,1.81,2565,Medium,Nepal,Jhapa
Ridge Gourd,Silty,Winter,26,34,5.9,7.3,30,90,Medium,77,60,80,200,800,80,40,60,16.25,1606,Easy,Asia,Thailand
Ginger,Silty,Monsoon,22,37,5.5,6.8,134,289,High,267,70,87,300,1500,80,50,50,20.15,2742,Medium,India,Maharashtra
Barley,Silty,Summer,11,24,6.0,7.4,47,75,Low,109,42,65,500,1500,80,40,40,2.41,587,Medium,Nepal,Kailali
Sesame,Black,Autumn,23,35,6.3,7.7,33,69,Low,91,41,67,200,800,60,30,30,0.84,435,Easy,India,Andhra Pradesh
Orange,Alluvial,Spring,17,34,5.4,7.8,88,187,Medium,177,61,75,500,1500,120,60,100,13.49,2747,Medium,Nepal,Sindhupalchok
Black Pepper,Clay,Spring,25,33,5.7,6.8,154,234,High,367,72,85,200,800,120,60,120,1.18,2835,Hard,India,West Bengal
Onion,Black,Summer,15,24,6.0,7.7,48,89,Medium,108,65,85,200,800,100,50,80,21.11,2009,Medium,Asia,Vietnam
Wheat (Winter),Silty,Winter,7,22,6.3,7.8,32,61,Medium,133,42,65,300,800,110,55,55,3.25,644,Medium,Nepal,Bara
Pear,Alluvial,Summer,8,25,6.3,6.8,62,160,Medium,130,54,73,1000,2500,100,50,100,14.09,2446,Hard,Nepal,Sindhupalchok
Oats,Sandy,Spring,11,25,6.1,7.3,42,126,Medium,105,59,82,500,1500,90,45,45,2.49,497,Medium,India,Punjab
Red Chili,Loamy,Summer,22,34,6.3,7.4,60,129,Medium,130,57,80,300,1000,100,50,80,1.6,2042,Medium,India,Assam
Cabbage,Laterite,Winter,14,27,6.2,7.0,42,94,High,79,65,88,200,800,140,70,110,22.43,2036,Medium,Nepal,Kaski
Chili,Black,Spring,18,34,6.1,7.4,54,139,Medium,80,57,87,200,1000,100,50,80,9.8,1771,Medium,Asia,Vietnam
Sweet Potato,Sandy,Autumn,19,32,5.7,7.2,39,84,Low,125,60,77,300,1500,80,40,80,17.56,1736,Easy,India,Tamil Nadu
Coriander,Laterite,Monsoon,13,23,6.2,7.7,35,98,Medium,52,51,70,200,800,60,30,40,4.96,713,Easy,Nepal,Mustang
Cardamom,Black,Winter,14,32,5.2,6.7,167,304,High,367,79,95,800,2000,100,50,100,0.53,5923,Hard,India,Punjab
Finger Millet,Laterite,Monsoon,17,28,5.7,7.4,67,114,Low,93,48,78,500,2000,70,35,35,1.86,383,Medium,Nepal,Sunsari
Peas,Silty,Summer,12,24,5.7,7.4,56,81,Medium,80,55,82,300,1200,60,30,40,8.07,1217,Medium,India,Uttar Pradesh
Plum,Red,Autumn,10,27,5.8,7.2,91,142,Medium,118,59,72,1000,2500,90,45,90,10.05,2341,Hard,India,Assam
Okra,Alluvial,Spring,26,34,6.2,7.5,42,109,Medium,54,50,75,200,800,80,40,60,13.27,1348,Easy,Nepal,Morang
Kodo Millet,Black,Monsoon,22,35,5.2,7.2,59,96,Low,83,43,69,400,1500,60,30,30,1.23,291,Medium,India,Andhra Pradesh
Almond,Black,Autumn,6,29,6.0,7.9,43,67,Low,190,37,62,500,2000,80,40,80,3.44,4648,Hard,Nepal,Jhapa
Barnyard Millet,Black,Autumn,20,33,5.7,7.4,47,111,Medium,81,55,70,300,1200,70,35,35,1.55,333,Easy,Asia,Thailand
Cotton,Black,Autumn,21,36,6.6,7.8,37,86,Low,177,41,65,200,600,100,50,100,2.54,1046,Medium,Nepal,Ilam
Ginger,Silty,Monsoon,18,37,5.7,6.6,162,304,High,261,71,85,300,1500,80,50,50,17.75,2718,Medium,Nepal,Sunsari
Coriander,Clay,Monsoon,14,26,5.9,7.3,54,67,Medium,45,60,70,200,800,60,30,40,6.0,859,Easy,Nepal,Ilam
Orange,Red,Monsoon,16,33,5.3,7.6,84,214,Medium,177,55,83,500,1500,120,60,100,11.61,2796,Medium,Nepal,Gulmi
Pomegranate,Red,Spring,14,37,5.8,7.5,63,124,Low,175,47,68,500,1500,120,60,100,11.77,3787,Medium,Nepal,Gulmi
Pumpkin,Clay,Spring,20,37,6.0,7.6,26,86,Medium,94,48,79,200,800,80,40,80,24.65,1910,Easy,India,Assam
Pomegranate,Sandy,Autumn,13,34,5.5,7.4,77,100,Low,183,46,69,500,1500,120,60,100,9.66,3154,Medium,Nepal,Bara
Maize (Irrigated),Red,Winter,19,34,5.2,7.3,31,114,High,106,56,80,200,1000,120,60,60,4.6,876,Medium,Nepal,Kaski
Grapes,Silty,Winter,15,33,6.1,7.8,61,120,Medium,146,47,73,300,1000,150,80,120,20.71,3811,Hard,India,West Bengal
Onion,Black,Summer,12,25,6.1,7.4,62,118,Medium,112,55,81,200,800,100,50,80,19.2,2477,Medium,Asia,Vietnam
Coffee,Laterite,Spring,14,25,5.4,6.6,111,220,Medium,371,69,84,800,2000,120,60,100,1.4,2641,Hard,India,Himachal Pradesh
Chickpea,Red,Spring,13,25,5.8,7.5,33,78,Low,102,42,68,300,1000,60,30,40,1.43,670,Medium,India,West Bengal
Bottle Gourd,Black,Summer,18,37,6.1,7.7,45,92,High,82,57,83,200,800,90,45,70,22.68,1454,Easy,Nepal,Sunsari
Fenugreek Seed,Laterite,Winter,8,31,5.9,7.3,23,60,Medium,88,40,68,300,1000,60,30,30,0.85,681,Medium,India,Uttar Pradesh
Green Gram,Peaty,Monsoon,25,33,6.3,7.2,49,72,Low,73,40,70,200,800,40,20,25,0.71,506,Easy,Nepal,Kaski
Black Pepper,Red,Winter,23,35,5.2,7.2,160,241,High,372,73,88,200,800,120,60,120,1.02,3324,Hard,Asia,Thailand
Kodo Millet,Clay,Autumn,18,37,5.3,7.6,39,106,Low,89,40,68,400,1500,60,30,30,1.18,336,Medium,Nepal,Kaski
Ginger,Laterite,Autumn,19,35,5.5,6.5,145,289,High,255,69,88,300,1500,80,50,50,18.82,1851,Medium,Nepal,Morang
Drumstick,Clay,Summer,23,41,5.8,7.6,42,88,Low,206,55,82,200,800,80,40,60,54.51,2639,Easy,Nepal,Dhankuta
Coriander Seed,Clay,Monsoon,14,27,6.1,7.3,48,64,Medium,99,44,70,300,1000,60,30,40,0.9,881,Medium,India,Assam
Pumpkin,Sandy,Winter,19,36,5.7,7.3,41,66,Medium,110,50,70,200,800,80,40,80,32.73,1772,Easy,India,Assam
Oats,Clay,Autumn,9,24,6.1,6.9,66,136,Medium,103,60,81,500,1500,90,45,45,1.81,400,Medium,Nepal,Sindhupalchok
Barley,Laterite,Winter,9,25,6.2,7.7,19,61,Low,108,41,70,500,1500,80,40,40,2.37,443,Medium,Nepal,Mustang
Foxtail Millet,Red,Winter,20,37,6.0,7.7,47,79,Low,80,43,63,300,1200,60,30,30,1.66,322,Easy,Asia,Sri Lanka
Rice (Jhum),Laterite,Monsoon,20,33,5.3,6.7,126,183,Medium,130,66,85,500,1500,80,40,40,2.14,652,Hard,Nepal,Chitwan
Sugarcane,Alluvial,Winter,19,34,6.1,7.2,84,201,High,360,58,90,200,800,150,80,150,68.8,2953,Medium,Asia,Thailand
Cotton,Clay,Monsoon,20,35,6.3,7.9,42,61,Low,189,38,61,200,600,100,50,100,2.8,1320,Medium,Nepal,Sunsari
Guava,Clay,Spring,21,36,5.5,7.6,88,152,Medium,187,57,83,200,1000,100,50,100,20.38,2382,Easy,Nepal,Kaski
Castor,Sandy,Spring,22,39,5.7,7.9,36,40,Low,186,37,62,200,800,80,40,40,1.35,708,Medium,India,Haryana
Rice (Jhum),Laterite,Summer,19,36,5.2,7.1,102,185,Medium,117,64,89,500,1500,80,40,40,2.04,523,Hard,India,Maharashtra
Apple (Mustang),Red,Autumn,3,24,5.4,7.1,93,127,Medium,189,65,76,2000,3500,50,30,70,9.38,5997,Hard,Nepal,Sindhupalchok
Rice (Aman),Silty,Monsoon,19,37,4.9,7.8,159,309,High,133,70,93,0,500,110,55,55,4.49,846,Easy,Asia,Vietnam
Black Gram,Alluvial,Summer,27,37,5.8,7.4,46,93,Medium,99,46,70,200,800,50,25,30,0.8,461,Easy,Asia,Vietnam
Sugarcane,Alluvial,Winter,19,36,6.2,7.8,106,201,High,359,62,83,200,800,150,80,150,57.26,2629,Medium,Nepal,Morang
Ridge Gourd,Black,Winter,25,37,6.2,7.3,52,85,Medium,68,59,83,200,800,80,40,60,16.08,1634,Easy,Asia,Bangladesh
Peach,Sandy,Winter,15,30,5.9,7.2,83,141,Medium,119,54,80,500,2000,100,50,100,13.03,2611,Hard,Nepal,Kailali
Tobacco,Black,Monsoon,17,29,5.6,7.5,58,71,Medium,124,45,65,300,1000,120,60,120,1.91,2918,Hard,Asia,Sri Lanka
Papaya,Red,Spring,22,33,5.9,7.2,99,163,Medium,262,60,82,200,800,150,80,150,32.15,3346,Easy,Asia,Vietnam
Tomato,Black,Monsoon,18,30,5.8,7.2,59,133,Medium,71,63,87,200,1000,120,60,100,25.88,3267,Medium,Nepal,Sunsari
Coriander Seed,Black,Spring,13,26,6.0,7.3,43,68,Medium,87,41,70,300,1000,60,30,40,0.7,843,Medium,Nepal,Bara
Lentil,Alluvial,Monsoon,14,27,6.1,7.8,22,54,Low,89,36,66,300,1000,50,25,30,1.35,673,Medium,Nepal,Sunsari
Apple,Laterite,Autumn,15,26,6.1,6.8,60,167,Medium,151,50,79,1500,3000,120,60,120,12.88,3783,Hard,Asia,Bangladesh
Castor,Red,Summer,19,42,6.2,8.2,36,50,Low,175,36,55,200,800,80,40,40,1.72,619,Medium,Nepal,Sindhupalchok
Coffee (Arabica),Loamy,Spring,17,22,5.8,6.7,144,267,Medium,248,72,90,800,1600,60,40,80,1.95,2700,Hard,Nepal,Jhapa
Sugarcane,Alluvial,Monsoon,22,35,5.7,7.2,117,180,High,357,58,90,200,800,150,80,150,57.32,2842,Medium,India,Assam
Lentil (Musuro),Red,Spring,13,23,5.8,7.4,45,110,Low,132,48,65,0,2000,20,40,20,1.67,897,Easy,Nepal,Kaski
Muskmelon,Clay,Monsoon,27,37,5.9,7.7,46,67,Medium,73,46,76,200,800,90,45,90,28.92,2350,Easy,India,Andhra Pradesh
Litchi,Sandy,Monsoon,20,33,5.3,6.8,118,191,High,119,63,87,200,800,150,80,120,8.94,2935,Medium,Nepal,Kailali
Coconut,Laterite,Monsoon,23,33,5.5,8.1,118,187,Medium,365,60,85,200,500,120,60,120,2.38,1900,Medium,Asia,Indonesia
Brinjal,Clay,Autumn,21,33,6.1,7.7,68,121,Medium,105,62,81,200,800,120,60,100,25.37,2968,Medium,Nepal,Bara
Mustard,Peaty,Summer,9,27,5.7,7.4,28,101,Low,108,46,73,0,2000,60,40,40,1.31,880,Easy,Nepal,Kaski
Jute,Sandy,Winter,23,36,6.1,7.6,119,181,High,118,68,86,200,600,80,40,80,2.53,696,Medium,India,Haryana
Plum,Loamy,Spring,12,26,6.0,7.1,74,168,Medium,126,51,76,1000,2500,90,45,90,11.56,2438,Hard,Nepal,Bara
Buckwheat,Alluvial,Summer,15,24,5.6,7.2,66,148,Low,86,54,75,800,2500,60,30,30,1.15,357,Hard,Nepal,Sunsari
Safflower,Alluvial,Spring,13,31,6.0,7.2,36,73,Low,140,42,60,300,1000,60,30,30,1.35,532,Medium,India,Gujarat
Fennel,Laterite,Monsoon,9,29,6.3,7.5,12,60,Medium,153,46,68,300,1000,80,40,60,1.18,1129,Medium,Asia,Bangladesh
Fenugreek,Alluvial,Winter,9,28,6.1,7.4,16,72,Medium,40,49,67,200,800,60,30,40,7.16,897,Easy,India,Maharashtra
Fenugreek Seed,Laterite,Autumn,12,32,6.0,7.4,15,61,Medium,86,42,67,300,1000,60,30,30,0.87,651,Medium,Nepal,Kaski
Cotton,Red,Winter,22,34,6.8,8.3,36,82,Low,180,43,69,200,600,100,50,100,2.93,1236,Medium,Nepal,Ilam
Apple,Black,Autumn,13,23,5.8,7.0,96,131,Medium,160,52,71,1500,3000,120,60,120,17.2,3858,Hard,India,Andhra Pradesh
Cowpea,Silty,Winter,23,37,5.7,7.7,20,79,Low,94,52,80,200,800,60,30,40,5.49,733,Easy,Asia,Sri Lanka
Potato,Sandy,Spring,14,24,5.0,6.5,57,112,Medium,81,65,87,500,2000,150,80,120,21.76,2301,Medium,India,Andhra Pradesh
Cumin,Silty,Monsoon,13,31,5.8,8.0,1,22,Low,120,30,59,300,1000,60,30,30,0.59,1003,Hard,Asia,Bangladesh
Quinoa,Peaty,Autumn,16,30,5.9,8.1,47,81,Low,118,50,69,1000,3000,70,35,35,1.62,420,Hard,Nepal,Kaski
Barnyard Millet,Silty,Summer,21,33,5.7,7.6,40,103,Medium,71,47,76,300,1200,70,35,35,1.26,300,Easy,Nepal,Sindhupalchok
Wheat (Spring),Sandy,Winter,10,26,5.7,7.5,52,101,Medium,117,49,78,200,600,120,60,60,3.66,599,Medium,Nepal,Ilam
Cumin,Laterite,Spring,16,32,5.9,7.9,38,50,Low,128,38,55,300,1000,60,30,30,0.55,1403,Hard,India,Punjab
Watermelon,Alluvial,Autumn,27,37,5.9,7.2,47,75,Medium,91,45,75,200,800,100,50,100,34.12,2552,Easy,India,Maharashtra
Tea,Black,Monsoon,8,29,4.8,5.8,215,409,High,365,79,99,500,2000,120,60,60,2.17,2451,Medium,India,Assam
Linseed,Laterite,Monsoon,11,25,6.1,6.9,30,65,Low,110,36,64,300,1000,60,30,30,1.1,508,Medium,Nepal,Sindhupalchok
Mustard,Laterite,Summer,12,26,5.7,7.4,28,93,Low,95,53,69,0,2000,60,40,40,1.24,663,Easy,Asia,Vietnam
Coffee (Arabica),Black,Monsoon,17,22,6.0,6.3,148,250,Medium,260,68,84,800,1600,60,40,80,1.85,1823,Hard,India,West Bengal
Broccoli,Red,Summer,16,26,5.9,7.1,79,134,High,70,65,86,300,1200,130,65,100,12.75,2639,Hard,India,Tamil Nadu
Coriander,Silty,Spring,16,24,5.9,7.6,58,73,Medium,54,55,70,200,800,60,30,40,5.04,951,Easy,Asia,Bangladesh
Tomato,Red,Monsoon,20,28,6.0,7.2,44,116,Medium,72,65,86,200,1000,120,60,100,23.88,3821,Medium,Nepal,Morang
Coffee,Clay,Summer,16,24,5.6,6.4,131,189,Medium,372,62,82,800,2000,120,60,100,1.29,2952,Hard,Asia,Sri Lanka
Fenugreek,Alluvial,Monsoon,10,30,5.9,7.5,27,51,Medium,38,48,66,200,800,60,30,40,7.43,1067,Easy,Nepal,Sunsari
Areca Nut,Alluvial,Spring,22,33,5.4,7.3,153,237,High,355,65,87,200,800,150,80,150,2.32,3244,Medium,Nepal,Mustang
Drumstick,Peaty,Autumn,23,40,6.1,7.6,47,97,Low,209,46,85,200,800,80,40,60,56.26,2810,Easy,India,Gujarat
Spinach,Red,Winter,11,27,6.0,7.6,40,73,Medium,48,62,80,200,800,80,40,60,11.57,1383,Easy,Nepal,Dhankuta
Large Cardamom,Loamy,Spring,10,27,4.5,6.6,148,346,High,332,75,99,1000,2000,40,40,60,0.74,3616,Hard,India,Punjab
Soybean,Black,Summer,21,33,5.9,7.5,43,117,Medium,103,52,78,300,1000,80,40,60,1.83,646,Medium,Asia,Bangladesh
Cauliflower,Silty,Summer,14,23,6.2,6.9,62,115,High,60,60,89,200,800,150,80,120,17.99,2367,Medium,Asia,Vietnam
Rice (Boro),Peaty,Summer,14,30,5.2,7.2,54,80,High,166,45,75,0,500,130,65,65,4.47,979,Medium,India,Uttar Pradesh
Bitter Gourd,Laterite,Autumn,26,36,6.3,7.3,49,117,Medium,70,62,87,200,800,100,50,80,17.94,1420,Medium,Nepal,Sindhupalchok
Sunflower,Alluvial,Monsoon,20,33,6.3,7.7,28,99,Medium,101,42,68,300,1000,80,40,80,1.48,774,Medium,India,Tamil Nadu
Red Chili,Sandy,Monsoon,18,37,5.8,7.7,57,140,Medium,128,53,78,300,1000,100,50,80,1.39,1663,Medium,Nepal,Mustang
Bitter Gourd,Clay,Monsoon,26,35,5.9,7.3,50,131,Medium,71,63,90,200,800,100,50,80,13.86,1530,Medium,Nepal,Kaski
Cumin,Silty,Summer,17,28,5.8,8.3,38,24,Low,123,37,55,300,1000,60,30,30,0.7,1387,Hard,Nepal,Mustang
Banana,Sandy,Autumn,19,36,5.2,6.8,98,205,High,330,67,84,200,800,200,100,300,41.46,4559,Medium,Nepal,Mustang
Chickpea,Loamy,Monsoon,16,26,6.2,7.3,27,65,Low,105,42,61,300,1000,60,30,40,1.38,701,Medium,Nepal,Gulmi
Radish,Silty,Winter,9,27,5.8,7.6,43,67,Medium,56,56,77,200,800,80,40,60,13.93,1269,Easy,Asia,Thailand
Beetroot,Alluvial,Monsoon,12,25,6.0,7.3,41,94,Medium,76,53,70,200,1000,100,50,80,20.16,1579,Medium,India,Assam
Muskmelon,Black,Spring,25,33,5.8,7.5,59,81,Medium,89,52,70,200,800,90,45,90,20.13,1832,Easy,Asia,Sri Lanka
Strawberry,Laterite,Monsoon,14,25,5.5,7.3,80,114,Medium,97,64,89,500,1500,100,50,100,14.19,4521,Hard,Nepal,Kaski
Lentil (Musuro),Loamy,Monsoon,13,24,6.2,7.8,39,102,Low,135,52,69,0,2000,20,40,20,1.31,748,Easy,Asia,Vietnam
Garlic,Black,Autumn,9,25,5.9,7.7,56,88,Medium,122,54,79,300,1200,120,60,80,9.98,3015,Hard,India,Andhra Pradesh
Beetroot,Alluvial,Winter,10,23,6.2,7.5,38,87,Medium,88,54,80,200,1000,100,50,80,21.33,1532,Medium,India,Maharashtra
Rice (Jhum),Alluvial,Monsoon,20,33,5.4,7.1,107,190,Medium,111,61,83,500,1500,80,40,40,2.36,584,Hard,India,Maharashtra
Apple (Mustang),Black,Autumn,5,26,5.7,6.9,62,110,Medium,181,58,81,2000,3500,50,30,70,9.41,2047,Hard,Nepal,Bara
Mustard Greens,Alluvial,Summer,8,24,6.0,7.2,38,79,Medium,57,55,78,200,800,80,40,60,8.2,914,Easy,Nepal,Kaski
Black Pepper,Alluvial,Summer,26,36,5.7,6.8,143,250,High,371,73,89,200,800,120,60,120,0.9,3243,Hard,Nepal,Gulmi
Rubber,Clay,Autumn,23,33,5.2,7.2,147,297,High,373,74,97,200,800,100,50,100,1.82,1857,Medium,Nepal,Bara
Muskmelon,Alluvial,Winter,25,33,5.8,7.5,59,84,Medium,81,47,71,200,800,90,45,90,25.36,2536,Easy,Nepal,Chitwan
Tobacco,Red,Monsoon,14,29,5.3,7.6,32,85,Medium,127,47,72,300,1000,120,60,120,1.8,2627,Hard,Nepal,Mustang
Rice (Marshi),Sandy,Monsoon,13,32,5.4,7.0,140,247,High,178,65,92,1500,2500,100,50,50,2.97,1075,Medium,India,Punjab
Strawberry,Laterite,Summer,17,25,5.5,6.9,69,123,Medium,93,64,87,500,1500,100,50,100,17.54,5043,Hard,Nepal,Jhapa
Sesame,Loamy,Monsoon,26,35,6.0,7.6,29,68,Low,86,45,69,200,800,60,30,30,0.84,569,Easy,Nepal,Bara
Litchi,Black,Autumn,21,33,5.8,7.1,86,192,High,115,65,82,200,800,150,80,120,7.69,3381,Medium,Nepal,Kailali
Pear,Red,Autumn,9,26,6.1,7.1,70,169,Medium,122,60,77,1000,2500,100,50,100,13.84,2496,Hard,Asia,Vietnam
Pomegranate,Black,Summer,14,35,5.5,7.8,76,119,Low,171,47,72,500,1500,120,60,100,10.41,3036,Medium,Nepal,Morang
Beetroot,Laterite,Spring,12,26,5.9,7.5,47,68,Medium,72,57,71,200,1000,100,50,80,20.38,1357,Medium,India,Punjab
Barley,Red,Monsoon,11,26,6.0,7.3,28,64,Low,98,39,63,500,1500,80,40,40,2.03,533,Medium,Asia,Thailand
Capsicum,Clay,Autumn,18,30,5.9,7.0,79,100,Medium,88,62,87,200,1000,110,55,90,17.08,2177,Medium,India,Assam
Cucumber,Alluvial,Spring,22,36,5.8,7.4,45,103,High,50,63,88,200,800,80,40,60,33.62,1924,Easy,Nepal,Kaski
Tobacco,Loamy,Summer,13,30,5.6,7.8,54,83,Medium,111,48,67,300,1000,120,60,120,1.67,2399,Hard,India,Assam
Maize (Rainfed),Peaty,Autumn,19,36,5.5,7.2,80,131,Medium,96,57,79,200,1000,100,50,50,2.14,505,Medium,Nepal,Chitwan
Pear,Black,Summer,8,23,6.1,6.8,77,149,Medium,119,55,72,1000,2500,100,50,100,13.15,2421,Hard,Nepal,Ilam
Barley,Red,Summer,10,26,6.3,7.7,50,50,Low,95,40,67,500,1500,80,40,40,2.95,553,Medium,India,West Bengal
Coffee,Alluvial,Autumn,13,27,5.6,6.2,135,220,Medium,369,69,82,800,2000,120,60,100,1.7,3066,Hard,Nepal,Jhapa
